epoch,w2_loss_train_samples,g_OT_train_loss,g_constraints_train_loss,remaining_f_train_loss,mu_2moment_train_loss,miu_mean_train,miu_var_train
73,5436.23723390527,"[-4874.550151248519, -2020.963932257758, -2.6931884192095854, 3.6070402346716985, -2.7563840964602098]",0.0010681641749154859,"[-4903.320376180013, -2061.10309173584, -11.267697941462199, -65.64447019259136, -4.507810372312863]",1395.1238556315095,"[-3.0372281074523926, 3.1981589794158936]","[[1339.2153733527434, -693.1509947710944], [-693.1509947710944, 1459.561358508051]]"
74,5436.237885952027,"[-4876.862646721729, -2021.692948226928, -2.698410575522315, 3.589029891226024, -2.7578695940805784]",0.0010689885305813136,"[-4901.261426391601, -2061.768598022461, -11.26357833147049, -65.67090342839559, -4.505231082240741]",1395.4626865234368,"[-3.033165693283081, 3.1847283840179443]","[[1338.261729405503, -691.2855208951012], [-691.2855208951012, 1461.3109595478813]]"
75,5436.256264440912,"[-4874.7978843349865, -2020.434583969117, -2.6894385856389977, 3.5968294787406907, -2.7560378626982374]",0.0010746738722648135,"[-4900.150339558919, -2064.145343170166, -11.268219907681146, -65.69500343958536, -4.509348065257073]",1395.0632327473954,"[-3.029850959777832, 3.1771583557128906]","[[1337.037911147849, -687.2597544801297], [-687.2597544801297, 1461.7962388533256]]"
76,5436.245155182466,"[-4877.460059136283, -2022.5277216084799, -2.6952526817719162, 3.573716611332366, -2.762052176462278]",0.0010701126005167485,"[-4903.782126668294, -2062.70017578125, -11.267040266990662, -65.69019346237182, -4.505653487841288]",1396.4510952148446,"[-3.0485012531280518, 3.171388864517212]","[[1342.240093723915, -691.1878373351612], [-691.1878373351612, 1459.3208528126343]]"
77,5436.256788735862,"[-4876.625863104924, -2021.0614743296278, -2.678064489695761, 3.6110112505488927, -2.760787612729601]",0.0010717996032569017,"[-4901.484791666667, -2061.545635732015, -11.280335505406061, -65.6733407497406, -4.504835494160652]",1395.294437174481,"[-3.0610265731811523, 3.1679751873016357]","[[1338.2220900325442, -692.5197972608125], [-692.5197972608125, 1460.9470583772063]]"
78,5436.263049575506,"[-4878.2176321580655, -2022.9760195159924, -2.6735824453168435, 3.5823185120688574, -2.7658514750169387]",0.001067539504955574,"[-4891.556963907878, -2056.276689605713, -11.267869732777278, -65.62081257184346, -4.493668912649155]",1392.9501049804692,"[-3.060910940170288, 3.1673243045806885]","[[1336.1610938479705, -691.1375408307667], [-691.1375408307667, 1458.2763804789636]]"
79,5436.252742415937,"[-4874.0775338914655, -2020.3342047627766, -2.639984222650527, 3.6559389710426347, -2.7617537840704114]",0.0010707286111735614,"[-4899.833680013021, -2058.0198564656575, -11.30825799147288, -65.65738347053528, -4.501388453245163]",1393.5872125651033,"[-3.079575777053833, 3.1682677268981934]","[[1338.5266138201775, -695.5150450800547], [-695.5150450800547, 1457.0757319643878]]"
80,5436.233007248986,"[-4876.547950710714, -2023.0381001027438, -2.6458887066443744, 3.6406077774365775, -2.763750679145259]",0.0010678307695990122,"[-4895.0999444580075, -2052.399084116618, -11.291785440842311, -65.53257813294728, -4.490284976561864]",1392.5154532877598,"[-3.0867862701416016, 3.169445276260376]","[[1339.200256163329, -698.1737381457041], [-698.1737381457041, 1454.185170413666]]"
81,5436.256150317269,"[-4875.711787584092, -2021.9198640611435, -2.633071611324948, 3.6733967881732497, -2.7603940799004505]",0.0010690820049866394,"[-4891.829388020833, -2053.7285921732587, -11.308192334572475, -65.618709526062, -4.498348752260208]",1391.7602819010417,"[-3.087158679962158, 3.176422119140625]","[[1339.5372954986453, -694.7084674185971], [-694.7084674185971, 1452.2750331160973]]"
82,5436.246581250826,"[-4875.615368414983, -2021.73909125434, -2.6323016970025184, 3.671930389404297, -2.7604179330666874]",0.001069702987555907,"[-4891.063518880208, -2053.0694687398277, -11.301614636182785, -65.60128881454467, -4.492918366789818]",1391.409313476563,"[-3.0857906341552734, 3.1750800609588623]","[[1339.4201472732886, -695.3287138907154], [-695.3287138907154, 1451.7007874988565]]"
83,5436.247198484125,"[-4875.508477461075, -2021.7387975480815, -2.6318296042415814, 3.6715156258477113, -2.7607811720669275]",0.0010704479770679938,"[-4891.285656738281, -2053.7476548258464, -11.30104535539945, -65.60825937112172, -4.4947213596105575]",1391.5699471028643,"[-3.0901811122894287, 3.174114942550659]","[[1340.170246684427, -694.4217534449848], [-694.4217534449848, 1451.2539534556945]]"
84,5436.249162164623,"[-4875.626690283874, -2021.4818620130773, -2.630589973396724, 3.6725013044145363, -2.760852666646241]",0.0010707628416437526,"[-4890.693218180339, -2052.7433048502603, -11.306972870429357, -65.59872693061828, -4.492284130056699]",1391.2221891276045,"[-3.0885560512542725, 3.1777184009552]","[[1340.2997995668254, -695.8837248483226], [-695.8837248483226, 1450.4084003855774]]"
85,5436.257519862945,"[-4875.723394436304, -2021.6447667100726, -2.6316694964302894, 3.6702426221635602, -2.7611733417378526]",0.0010700926787911972,"[-4890.778643391927, -2053.005314839681, -11.300074623823166, -65.55539715766906, -4.4908514964580535]",1391.338176432291,"[-3.0894415378570557, 3.1798250675201416]","[[1340.4118081322188, -695.4160980243236], [-695.4160980243236, 1450.5114913452596]]"
86,5436.253656466276,"[-4875.716135287816, -2021.4641901991092, -2.6287437478701294, 3.6722042102283936, -2.7610149098601595]",0.0010707708498294882,"[-4891.453002115885, -2053.3043845621746, -11.307885675827663, -65.60022527217865, -4.492574861049652]",1391.5032384440115,"[-3.087390661239624, 3.177382707595825]","[[1339.1187653170882, -695.6912270753951], [-695.6912270753951, 1452.1672450446067]]"
87,5436.256678460453,"[-4875.562644348149, -2021.440320502388, -2.629257156981364, 3.6724275885687945, -2.7611856882108565]",0.0010699881180173379,"[-4890.540944417317, -2054.057306874593, -11.309222777287165, -65.61653460820516, -4.492592001159986]",1391.4410771484381,"[-3.091599464416504, 3.174523115158081]","[[1338.0721887141071, -693.7762164831832], [-693.7762164831832, 1453.0801914620947]]"
88,5436.258359027616,"[-4875.359193912085, -2021.3070931498214, -2.6275847086641546, 3.672971689965993, -2.761284825437596]",0.0010703612913574836,"[-4892.514075520833, -2052.195224202474, -11.314636771678925, -65.56636419296265, -4.492715469797452]",1391.3874378255205,"[-3.0932703018188477, 3.1829304695129395]","[[1339.6599937413, -698.0360938114827], [-698.0360938114827, 1451.3192893139476]]"
89,5436.243547220627,"[-4875.501519419356, -2021.3198708852124, -2.6276047939062117, 3.6725399441189226, -2.7616809042957104]",0.0010705148950283826,"[-4892.995938313802, -2054.965796813965, -11.306854981978734, -65.60971205075582, -4.4933538041512175]",1392.0689529622398,"[-3.0945656299591064, 3.177727460861206]","[[1339.9174267449475, -694.5430492933825], [-694.5430492933825, 1452.4641694142633]]"
90,5436.253044272437,"[-4875.6071776496065, -2021.3495220353857, -2.626495544049474, 3.6727542058626788, -2.7618124686678223]",0.0010698914737683187,"[-4891.836977132161, -2053.8245207214354, -11.312818973461788, -65.6041128730774, -4.494669180313746]",1391.640806640626,"[-3.0931458473205566, 3.1846323013305664]","[[1340.2478376074669, -695.3145898986588], [-695.3145898986588, 1451.2334090237782]]"
91,5436.241138172037,"[-4875.64604303996, -2021.3790974171964, -2.627444212834042, 3.6708954114384142, -2.7621940443582007]",0.0010697487308223362,"[-4891.162858276367, -2053.45535059611, -11.308648014465968, -65.59624142011006, -4.491787950197856]",1391.4375406901042,"[-3.0973761081695557, 3.1848514080047607]","[[1340.1127184838008, -695.3209187347476], [-695.3209187347476, 1450.930168726154]]"
92,5436.24889544003,"[-4875.664485337994, -2021.1898336198603, -2.625549165738956, 3.6728825420803553, -2.762568183723425]",0.0010697913987920999,"[-4891.189511311849, -2054.8052708943683, -11.314256205956141, -65.64678982416788, -4.494883874257406]",1391.693712076823,"[-3.0870201587677, 3.180788993835449]","[[1337.764045398431, -693.5804840908726], [-693.5804840908726, 1453.8867482640712]]"
93,5436.248667708035,"[-4875.578518439399, -2021.1273574066179, -2.6251726171705467, 3.671541667249465, -2.76281237002876]",0.0010698764836868373,"[-4891.745622762044, -2056.107162984212, -11.311865318218867, -65.62493128140767, -4.494928160111109]",1392.0309191080735,"[-3.091279983520508, 3.1825954914093018]","[[1340.2572634429212, -692.2193894612495], [-692.2193894612495, 1452.0368375046728]]"
94,5436.257625845454,"[-4875.6072647942465, -2021.1862419976146, -2.6256265559461367, 3.6687076041433557, -2.763421459148327]",0.0010685903062080287,"[-4893.042550455729, -2055.397495015462, -11.31568961461385, -65.64733035087585, -4.496549602349599]",1392.1767267252583,"[-3.091599225997925, 3.1842949390411377]","[[1338.5100846488947, -694.069186938629], [-694.069186938629, 1454.0655021070454]]"
95,5436.257321808835,"[-4875.602599572071, -2021.285957836575, -2.6255100109842098, 3.6682535738415187, -2.763391260239813]",0.0010689784449479899,"[-4893.35962097168, -2054.932456817627, -11.315313889185587, -65.60918167273203, -4.492593046029409]",1392.1575618489564,"[-3.0953450202941895, 3.187706232070923]","[[1339.94534297814, -694.8839151515854], [-694.8839151515854, 1452.5462402810003]]"
96,5436.259980891865,"[-4875.626597035723, -2021.0415134260404, -2.6237810587220722, 3.6688360526826638, -2.763603531122208]",0.0010693227971124652,"[-4890.677513020833, -2056.2931498209637, -11.318054482936859, -65.6690915552775, -4.500246639450391]",1391.8641282552092,"[-3.0897464752197266, 3.185250759124756]","[[1337.5137228921787, -691.238719436356], [-691.238719436356, 1454.435568383147]]"
97,5436.256889964056,"[-4875.374736277262, -2020.855800204805, -2.6241497546434402, 3.668585850397748, -2.7636610940926607]",0.0010686415059495231,"[-4894.288825887044, -2056.3766875712076, -11.319356058835984, -65.65021598180135, -4.4968823748826985]",1392.5100170898454,"[-3.092456579208374, 3.188349723815918]","[[1339.1603490780335, -693.9328214151401], [-693.9328214151401, 1454.0568338846517]]"
98,5436.248339309841,"[-4875.497426266139, -2020.9519612291122, -2.6229656617509005, 3.6666696879598826, -2.764352329125004]",0.0010683888917184152,"[-4894.4321669514975, -2057.3636666870116, -11.314163740078609, -65.67998607953389, -4.497207013368606]",1392.7808264973967,"[-3.093721389770508, 3.1901297569274902]","[[1339.6741883810435, -692.5614473226525], [-692.5614473226525, 1454.0712334469474]]"
99,5436.245753376244,"[-4875.719968905977, -2021.1035732099735, -2.624033131135837, 3.66301376051373, -2.7646827034817796]",0.0010678995841105164,"[-4893.974079589843, -2056.9684586079916, -11.318726520140967, -65.62106141249339, -4.494222833911578]",1392.673259928387,"[-3.0942628383636475, 3.185582160949707]","[[1337.0161180578596, -692.6603501026655], [-692.6603501026655, 1456.5375691819927]]"
100,5436.24293175885,"[-4875.568323754205, -2020.9179210069465, -2.6231879313124535, 3.666917919052975, -2.7647763324611723]",0.0010682549383960172,"[-4895.524115397136, -2056.737622833252, -11.323242525657019, -65.64715251286825, -4.50020911872387]",1392.8746057942715,"[-3.101780891418457, 3.192349672317505]","[[1341.2914529668144, -694.3980772498702], [-694.3980772498702, 1452.5784612617551]]"
101,5436.261218463457,"[-4875.600014055041, -2021.0071576521145, -2.624160336057347, 3.663385995229084, -2.7649434992836563]",0.0010677926731700095,"[-4895.323888956706, -2057.3380605570474, -11.319655613104503, -65.65624135017396, -4.496746381521225]",1392.98930957031,"[-3.094733238220215, 3.190194845199585]","[[1337.523253939587, -693.1984452415056], [-693.1984452415056, 1456.6361061838704]]"
102,5436.241925412585,"[-4875.59830941094, -2021.0124319881857, -2.6241908781396024, 3.6632407146030026, -2.7649696008861038]",0.0010678357109120235,"[-4895.421519775391, -2057.681341298421, -11.317365766366322, -65.64451139767965, -4.494964231848717]",1393.065446614581,"[-3.0966262817382812, 3.1924819946289062]","[[1340.0222512411176, -692.8114886639454], [-692.8114886639454, 1454.2642364127664]]"
103,5436.258024954392,"[-4875.573968404134, -2020.9909007093636, -2.624021424121325, 3.663455844720205, -2.764964773472813]",0.0010679262626217666,"[-4894.333095092774, -2056.968273824056, -11.319690133333205, -65.65291271209716, -4.497414936820666]",1392.7065792643234,"[-3.0949313640594482, 3.195321798324585]","[[1340.4631914155682, -693.0175617647072], [-693.0175617647072, 1453.0907140651113]]"
104,5436.245761712793,"[-4875.5963526916485, -2020.9991982014953, -2.624062248335945, 3.6630623425377773, -2.764995630830525]",0.001067892055733761,"[-4897.111822102865, -2057.2427528889975, -11.313787227869033, -65.61093370119731, -4.493240916132927]",1393.3069160156247,"[-3.0955710411071777, 3.191582202911377]","[[1341.2573258075975, -694.8260125376615], [-694.8260125376615, 1453.5297003756023]]"
105,5436.265314043117,"[-4875.607983771428, -2021.0096580251047, -2.6239943594402733, 3.663026506106061, -2.765004990978373]",0.0010678564169049618,"[-4897.362552693685, -2058.534896189372, -11.322002622286478, -65.67733127276102, -4.499648772080739]",1393.64587906901,"[-3.0969772338867188, 3.190868377685547]","[[1340.5248329646427, -693.0065485303585], [-693.0065485303585, 1454.9429107024087]]"
106,5436.249552101562,"[-4875.611609141029, -2021.02108036465, -2.623977068927555, 3.66280745744705, -2.7650640010668184]",0.001067706337570498,"[-4896.607044067383, -2056.7006230163574, -11.320124814510345, -65.60008193651835, -4.4933511133988695]",1393.1060034179684,"[-3.0970041751861572, 3.1910314559936523]","[[1339.7799445894045, -695.0883858339902], [-695.0883858339902, 1454.5956069109473]]"
107,5436.243872299226,"[-4875.604703708229, -2021.0178978220629, -2.6239533699883357, 3.662966256671482, -2.7650689095093153]",0.0010677657390462828,"[-4893.284379679362, -2057.4790524291993, -11.321065633296966, -65.65973170439402, -4.497149456342061]",1392.6051546223962,"[-3.0971341133117676, 3.1903085708618164]","[[1338.8182643869454, -691.4041247904017], [-691.4041247904017, 1454.5494355706107]]"
108,5436.240391572119,"[-4875.58886917114, -2021.0129820421, -2.623849850760561, 3.663326636950177, -2.765086678051286]",0.0010676899264055678,"[-4896.950663452149, -2055.8477654012045, -11.325800175666808, -65.61835044542948, -4.493718852798144]",1392.9981686197907,"[-3.0990521907806396, 3.1902246475219727]","[[1339.512851082962, -696.5804794624838], [-696.5804794624838, 1454.6376220142415]]"
109,5436.256846944037,"[-4875.594265560575, -2021.0259867774114, -2.623700370788575, 3.663564098146225, -2.7651111232075443]",0.0010675453145571124,"[-4896.882388916016, -2057.0639319356283, -11.316836338440577, -65.6456056769689, -4.495816897749901]",1393.2436472981765,"[-3.0958478450775146, 3.1901051998138428]","[[1339.1541610461531, -694.7612538714014], [-694.7612538714014, 1455.5125569471954]]"
110,5436.254330460209,"[-4875.602475653759, -2021.0379173194042, -2.6238187965419577, 3.6634011591805353, -2.7651405215097777]",0.0010675327420580692,"[-4894.15812133789, -2056.8833881632486, -11.32064734697342, -65.63517744700114, -4.498967849413554]",1392.6648217773434,"[-3.0966813564300537, 3.194131374359131]","[[1340.2752758458141, -692.9990462612235], [-692.9990462612235, 1453.1911932843975]]"
111,5436.2419289284835,"[-4875.594970245361, -2021.0208278740783, -2.6236807854970294, 3.663421067661709, -2.7651646970378048]",0.0010673873219477369,"[-4892.41315226237, -2057.0203121948243, -11.319595810174942, -65.675134156545, -4.499517637888591]",1392.3399625651025,"[-3.094836711883545, 3.193230152130127]","[[1337.5949089234905, -691.4146057072082], [-691.4146057072082, 1455.2325322038034]]"
112,5436.244425465218,"[-4875.601028493243, -2021.023287175498, -2.6238470912641922, 3.662925358613335, -2.7652196054160574]",0.001067369015096725,"[-4895.092793986003, -2058.25244430542, -11.321660921971004, -65.67435777346293, -4.499514009952545]",1393.1256699218748,"[-3.0934321880340576, 3.1925833225250244]","[[1338.7337569417257, -691.6772291099124], [-691.6772291099124, 1455.693952293165]]"
113,5436.254866829674,"[-4875.593490244542, -2021.0220863342277, -2.6236858457989176, 3.6630705502298158, -2.765234527902471]",0.0010672578458535199,"[-4895.492536417643, -2056.4105641174315, -11.327104821999868, -65.65190189520519, -4.497979284326235]",1392.836922363281,"[-3.097644805908203, 3.1934003829956055]","[[1338.574613452241, -694.63341217055], [-694.63341217055, 1455.2381900076202]]"
114,5436.253161245328,"[-4875.595649227559, -2021.0261838955362, -2.6236745746930423, 3.6632141362296213, -2.7652686633500796]",0.0010672885833789916,"[-4893.934985555013, -2056.9320608520507, -11.323189074198405, -65.65123408953349, -4.495745755036672]",1392.6287672526032,"[-3.0983076095581055, 3.1950454711914062]","[[1340.5945014500676, -692.7210890565973], [-692.7210890565973, 1452.7829249168424]]"
115,5436.2529879131935,"[-4875.591815524635, -2021.0144358740895, -2.6234799603621144, 3.663246241675482, -2.76527431378762]",0.0010672961416114252,"[-4895.65763264974, -2056.4735280863442, -11.328042989969253, -65.66030921618143, -4.498186554511388]",1392.881603027344,"[-3.0956146717071533, 3.190795421600342]","[[1337.6772691281121, -694.6403091337313], [-694.6403091337313, 1456.2550343068865]]"
116,5436.235125973952,"[-4875.593705664742, -2021.0236236148405, -2.6236001364390042, 3.66285281896591, -2.765324837929671]",0.0010672082664597027,"[-4894.964040934245, -2056.5462870788574, -11.323743760585785, -65.6558246866862, -4.495406945149104]",1392.7485273437492,"[-3.0951597690582275, 3.1921815872192383]","[[1338.4501041159424, -694.0550251134857], [-694.0550251134857, 1455.2071145352334]]"
117,5436.258429019502,"[-4875.583972439236, -2021.0129825761564, -2.623608466651703, 3.66297616428799, -2.7653482577535833]",0.0010671525701198127,"[-4895.814566040039, -2057.831110839844, -11.323013191223145, -65.65147841612497, -4.494497298002243]",1393.1819597981766,"[-3.0976076126098633, 3.19048810005188]","[[1338.8688607691604, -692.8245416474095], [-692.8245416474095, 1455.6599806575696]]"
118,5436.239044950008,"[-4875.583414764403, -2021.0130547248007, -2.6234246589740087, 3.6631566529803776, -2.765367090172237]",0.0010671025126794116,"[-4894.858233846028, -2057.1866702779134, -11.318328543504078, -65.65330500920614, -4.493764080405235]",1392.8512405598944,"[-3.0924863815307617, 3.1902196407318115]","[[1337.5653452265267, -693.0309579308322], [-693.0309579308322, 1456.3295256503677]]"
119,5436.256688818438,"[-4875.582003750276, -2021.0280083974176, -2.6234695574310085, 3.6632085270351817, -2.765389129304221]",0.0010670611439369771,"[-4895.086741739909, -2056.785695546468, -11.317246284484863, -65.63947916666666, -4.496073758602142]",1392.8257500000004,"[-3.0942270755767822, 3.1933515071868896]","[[1337.9354110307168, -693.7517701547182], [-693.7517701547182, 1455.876608501866]]"
120,5436.257707812883,"[-4875.56993952434, -2021.0178529357902, -2.623369582891464, 3.663330766359966, -2.76538679336508]",0.001067062210527688,"[-4895.026275838216, -2056.7911747233074, -11.324085823694865, -65.65905416647593, -4.499154512087504]",1392.816663411459,"[-3.098247766494751, 3.193443775177002]","[[1339.0064245050792, -693.6805649697118], [-693.6805649697118, 1454.7615822088671]]"
121,5436.254521334006,"[-4875.579447580975, -2021.0225702667228, -2.6234045113457594, 3.663075380590225, -2.7654066943625626]",0.0010669624363799815,"[-4894.869833577474, -2058.4937816874185, -11.3213814107577, -65.65789002736409, -4.498804987072945]",1393.126366210938,"[-3.0988729000091553, 3.193866729736328]","[[1341.4087297221065, -691.185626528893], [-691.185626528893, 1452.9782343471177]]"
122,5436.24786663506,"[-4875.579609425866, -2021.0221543714733, -2.6234007226758536, 3.6630651402473444, -2.7654092268149073]",0.0010669725414481947,"[-4895.383371378581, -2059.066701812744, -11.328438069820404, -65.70273377100627, -4.501625346541405]",1393.3512141927104,"[-3.092803478240967, 3.1919472217559814]","[[1339.7287074489336, -690.6801119316425], [-690.6801119316425, 1455.1629148878142]]"
123,5436.255072793321,"[-4875.579656778975, -2021.0221748012996, -2.62339985218313, 3.663064505524103, -2.765411571992766]",0.0010669955016298135,"[-4893.77766377767, -2056.437444814046, -11.321307111183803, -65.66060839017233, -4.495962901910146]",1392.4968671875001,"[-3.0918400287628174, 3.193800449371338]","[[1338.1970818931304, -693.3079944208502], [-693.3079944208502, 1454.9627258353887]]"
124,5436.247204517381,"[-4875.580067579485, -2021.0220489162862, -2.6233937070767066, 3.663059439924029, -2.765413021677071]",0.0010670076316859596,"[-4896.085143025716, -2056.926605936686, -11.326049471696217, -65.64525875091553, -4.496605660120646]",1393.050322428386,"[-3.102426528930664, 3.1934823989868164]","[[1341.2220008562033, -694.3573229162629], [-694.3573229162629, 1452.9915385670008]]"
125,5436.251402110017,"[-4875.5802260165765, -2021.0219947814958, -2.62338881638315, 3.6630615621142937, -2.765415087872081]",0.0010670075632515366,"[-4895.907843221029, -2057.781652170817, -11.316686340570449, -65.6497273906072, -4.495112696091334]",1393.1867210286441,"[-3.0936717987060547, 3.192451238632202]","[[1339.9249696137485, -692.9791356090951], [-692.9791356090951, 1454.6258318733182]]"
126,5436.251241971328,"[-4875.580092061357, -2021.0218673027885, -2.623376859558953, 3.6630565153227925, -2.765416903313664]",0.001066992975384992,"[-4896.316731567383, -2056.274920603434, -11.322091556390127, -65.65925585110982, -4.497358549634615]",1392.970432942709,"[-3.0981216430664062, 3.1944851875305176]","[[1341.0887745699722, -695.4962979490409], [-695.4962979490409, 1452.9843432462653]]"
127,5436.257523585579,"[-4875.580056593152, -2021.0218171691895, -2.623372045291795, 3.663057204087575, -2.765418940070604]",0.0010669967874370435,"[-4895.27089070638, -2057.378470916748, -11.321055163542429, -65.67393078804017, -4.496556881268819]",1392.9876765950512,"[-3.0969581604003906, 3.191779851913452]","[[1339.467176027488, -693.0276716909129], [-693.0276716909129, 1454.6650676390727]]"
128,5436.251945267182,"[-4875.58061460707, -2021.0220275455054, -2.623369485669667, 3.663044646316106, -2.7654205385512767]",0.001067000628172537,"[-4895.324135131836, -2057.6422727457684, -11.323308724959691, -65.63188068389893, -4.495448645949364]",1393.0402802734384,"[-3.095484733581543, 3.1929309368133545]","[[1340.5253010728106, -692.7412952656219], [-692.7412952656219, 1453.7153167104118]]"
129,5436.24892210765,"[-4875.5802446323, -2021.0219508361813, -2.6233626307381517, 3.663052470419143, -2.7654223547213626]",0.0010669947816495553,"[-4895.886388753255, -2055.729836171468, -11.325608973105748, -65.64286836306255, -4.495750521620114]",1392.7713536783847,"[-3.0947868824005127, 3.194148063659668]","[[1337.4404236215664, -695.8225514448511], [-695.8225514448511, 1456.253559934905]]"
130,5436.267664020903,"[-4875.580491214326, -2021.02223531935, -2.623357064922647, 3.6630524566438507, -2.7654244956043033]",0.0010669918732310179,"[-4896.927649536133, -2057.8351049804687, -11.321138778130214, -65.64786742210389, -4.496035784085592]",1393.410301757812,"[-3.09612774848938, 3.1925415992736816]","[[1340.0628499051236, -693.6355660861348], [-693.6355660861348, 1454.9230804882359]]"
131,5436.233780195174,"[-4875.580510406492, -2021.0224671088329, -2.6233524169524527, 3.663044913344912, -2.7654267005291264]",0.0010669627377420598,"[-4893.988762817383, -2056.673660430908, -11.32529480179151, -65.65895339012145, -4.498788178563118]",1392.5769550781251,"[-3.092456817626953, 3.1923322677612305]","[[1338.5692681424098, -693.1573013473269], [-693.1573013473269, 1454.757638388403]]"
132,5436.248362030651,"[-4875.580967475044, -2021.0225669182685, -2.6233482158846337, 3.663047657807669, -2.765427891976307]",0.001066947525460919,"[-4895.968569335938, -2056.0881011962892, -11.327970443169276, -65.65922527631123, -4.499374438325564]",1392.8638961588538,"[-3.1009621620178223, 3.1942338943481445]","[[1338.2385274058333, -695.4081126121717], [-695.4081126121717, 1455.6028933016453]]"
133,5436.239652411993,"[-4875.580620151097, -2021.0223055691188, -2.623344045413864, 3.663057996961805, -2.765430258976087]",0.001066961183460079,"[-4894.275974527995, -2058.239869486491, -11.320988043149312, -65.69906420071919, -4.498991003036499]",1392.9577436523443,"[-3.0929689407348633, 3.1930320262908936]","[[1338.1538141276985, -691.0301326442078], [-691.0301326442078, 1455.9347725291743]]"
134,5436.257304575443,"[-4875.580295596649, -2021.0219218699149, -2.62333783785502, 3.663063330915242, -2.7654327912463055]",0.001066950562267772,"[-4891.858861490886, -2057.427901865641, -11.3147345550855, -65.68199003855388, -4.497859212358793]",1392.3157272135425,"[-3.0920348167419434, 3.194568395614624]","[[1337.2930160375324, -690.3843187665396], [-690.3843187665396, 1455.4944273113856]]"
135,5436.243628638783,"[-4875.580217776828, -2021.021853544449, -2.6233389302094783, 3.6630566761228778, -2.7654349501762123]",0.0010669275131577802,"[-4894.508741251628, -2057.5016434733075, -11.326335522731146, -65.68207378705343, -4.498773333032926]",1392.8560901692708,"[-3.0943095684051514, 3.1939666271209717]","[[1338.1667119837016, -692.3124984431144], [-692.3124984431144, 1455.702429819562]]"
136,5436.249837830572,"[-4875.580357021755, -2021.0210983191598, -2.6233291833930545, 3.663059106138016, -2.765436253084075]",0.001066935512725548,"[-4893.045518798828, -2056.926287994385, -11.316701045831044, -65.61668473879496, -4.49533877213796]",1392.43568375651,"[-3.0972256660461426, 3.193790912628174]","[[1339.8928004269103, -692.1358455494468], [-692.1358455494468, 1453.1091158486072]]"
137,5436.258835727932,"[-4875.580398017035, -2021.0215492079003, -2.6233330101437016, 3.66305494070053, -2.7654365228944338]",0.0010669131511450455,"[-4895.927210286458, -2057.086502431234, -11.320820149183273, -65.6654875310262, -4.495929148594539]",1393.0593517252596,"[-3.098605155944824, 3.1916234493255615]","[[1338.3166064975806, -693.9327582099705], [-693.9327582099705, 1455.9512371606263]]"
138,5436.259719608105,"[-4875.580449676519, -2021.0213226911744, -2.623327221208147, 3.663055650393165, -2.765437040362094]",0.001066916036151169,"[-4894.887114664713, -2057.934901682536, -11.316123768488566, -65.65219512621562, -4.497302076617877]",1393.0181105143236,"[-3.093104600906372, 3.1909096240997314]","[[1338.4336218763247, -692.006498337838], [-692.006498337838, 1455.7893020373697]]"
139,5436.239867305002,"[-4875.5805349900975, -2021.0213594309516, -2.623326201703814, 3.663054800298477, -2.7654388559195717]",0.0010668900000099604,"[-4894.756282145182, -2057.004859873454, -11.32061342716217, -65.65550801595052, -4.4966350654761]",1392.7974487304698,"[-3.097804307937622, 3.194253921508789]","[[1339.8955658748098, -693.2748901228598], [-693.2748901228598, 1453.83103143086]]"
140,5436.253838124925,"[-4875.580686069059, -2021.0213275909416, -2.6233233976364123, 3.6630554837650764, -2.7654407112797075]",0.0010669076428813339,"[-4896.552371826172, -2057.8400052897136, -11.319433716138205, -65.62950521469116, -4.49620929201444]",1393.3251777343746,"[-3.0953638553619385, 3.189241886138916]","[[1339.9713956477387, -693.3940590860726], [-693.3940590860726, 1454.8692904841575]]"
141,5436.243908984552,"[-4875.580676964654, -2021.0210823991565, -2.623317595654065, 3.66305822028054, -2.765441137038999]",0.0010668784743352764,"[-4896.071534627278, -2055.8911648050944, -11.32490185101827, -65.63486704190572, -4.494267029166221]",1392.8360152994806,"[-3.098175048828125, 3.1942076683044434]","[[1339.8877811829398, -695.8668941872843], [-695.8668941872843, 1453.9148783190262]]"
142,5436.259564035742,"[-4875.580585954454, -2021.0211606852206, -2.623317808508874, 3.6630581755108307, -2.7654413429564917]",0.0010668811794958954,"[-4895.269366048177, -2057.3621002197265, -11.323147898515066, -65.68754311879476, -4.501561507185301]",1392.9892366536462,"[-3.0933916568756104, 3.1939945220947266]","[[1339.5553409868346, -693.0873918370554], [-693.0873918370554, 1454.5878855011115]]"
143,5436.252174980941,"[-4875.580609469946, -2021.0211680518257, -2.623318438463741, 3.663057111634148, -2.7654411952031985]",0.0010668843174951486,"[-4895.000821126302, -2057.9085432942707, -11.318522137006124, -65.659218527476, -4.498239137530327]",1393.033875325522,"[-3.098438262939453, 3.194186210632324]","[[1339.964207715703, -692.1165152152249], [-692.1165152152249, 1454.2366904981616]]"
144,5436.257876726043,"[-4875.580526462133, -2021.0211110602495, -2.6233185264137067, 3.66305589252048, -2.7654412135978546]",0.0010668860165525176,"[-4896.354030761719, -2057.312689412435, -11.32255646665891, -65.6309115187327, -4.494645517468452]",1393.1825711263027,"[-3.100008249282837, 3.1910932064056396]","[[1339.2553953176027, -693.9170916764162], [-693.9170916764162, 1455.2559200362766]]"
